Event Name,Event Description,Event Image,Event Date,Event Time,Event End Date,Event End Time,Place,Street,City,State,Pincode,Event URL
"Phoenix AZ, Everything Eyebrow Certification| 8 Methods | School of Gla","Learn 8 AMAZING income earning techniques in this action packed 2 day, hands on, extensive training by a licensed school. 🚀 Master Every Eyebrow Technique & Elevate Your Beauty Career in Just 2 Days! Are you ready to become a top-tier eyebrow specialist and offer high-demand, high-paying services? The Everything Eyebrows Training is an intensive, hands-on 2-day course covering all the top techniques to help you sculpt, shape, and enhance brows with precision. Whether you want to work in a salon, open your own business, or add these skills to your existing services, this class will set you up for success! 🔹 What You’ll Learn: ✔️ Microblading – Create natural, hair-like strokes with precision ✔️ Microshading – Achieve soft, powdery brows for a fuller look ✔️ Threading – A chemical-free method for perfectly shaped brows ✔️ Waxing – Speed up your brow services with precise hair removal ✔️ Tinting – Enhance brows with long-lasting color ✔️ Lamination – Reshape & lift brows for a fuller, fluffy effect ✔️ Brow Extensions – Fill in sparse brows for a natural, bold look ✔️ Eyebrow Design – Learn how to map, shape & customize brows for each client 💰 Earning Potential: After completing this course, you can add an additional $6,000–$10,000+ per month to your business! 🔥 Limited Spots Available – No More Than 6 Students Per Class! 🔥 🎓 Why Choose The School of Glamology? The School of Glamology is a licensed institution with licensed estheticians and licensed instructors, exceeding industry standards. We are committed to providing the highest quality training so you leave fully confident in your skills and ready to grow your beauty business. Unlike other training programs that leave you on your own after class, we provide ongoing mentorship and even offer one FREE refresher course within a year of your initial training! ✔️ Eyebrow Mapping & Face Shape Analysis ✔️ Proper Application & Removal Techniques for Each Service ✔️ Health, Safety, & Sanitation Guidelines ✔️ How to Create Natural & Bold Brow Looks for Different Clients ✔️ Pricing & Business Growth Strategies ✔️ Marketing Your Eyebrow Business for Maximum Success ✅ Complete Professional Brow Kit (Includes all tools & supplies) ✅ Industry-Recognized Certificate from The School of Glamology ✅ Hands-on Training with Licensed Instructors ✅ One Free Refresher Course (Valid for 1 Year!) ✅ Lifetime Post-Class Support 💼 💵 Total Investment: $4,500 💰 Deposit: $500 (Remaining $4,000 due on class day) 📅 Choose Your Own Training Date! Call 619.928.4526 💳 💰 Need Financing? We Got You Covered! 💰 We offer flexible financing options through: ✅ Affirm & Sezzle – Apply here: ✅ Flexxbuy – Apply here: 📞 Questions? Need a private class? Call 619-928-4526 💻 Can’t make it to an in-person class? No problem! Our LIVE, hands-on online training gives you the same high-quality education and hands-on experience—but with the added benefit of one-on-one instruction and flexible scheduling! 💻 How Online Training Works: 1️⃣ Pay in Full – Secure your spot and receive instant access to pre-class materials. 2️⃣ We Ship Your Complete Kit – Everything you need for training is delivered straight to your door. 3️⃣ Schedule Your Live Virtual Training – Once your kit arrives, you’ll book your private online session at a time that works for you! 4️⃣ Face-to-Face Hands-On Learning – Work directly with a licensed instructor in a live, interactive session to master your techniques. 💡 ✔️ 100% Live & Interactive – No Pre-Recorded Videos ✔️ One-on-One Instruction for Personalized Guidance ✔️ Hands-On Training with Real-Time Instructor Feedback ✔️ Includes a Complete Professional Kit ✔️ Industry-Recognized Certification Upon Completion ✔️ Ongoing Support & Mentorship After Training 📩 Ready to Enroll? Click the link below to purchase your online course and start your training today! 🔗 🚀 Get trained from anywhere in the world—on YOUR schedule—without sacrificing quality! 📌 To ensure you are fully prepared for the hands-on training, you will receive a series of instructional videos and course manuals 2-3 days before class. ✅ These materials MUST be reviewed and completed before attending class. ✅ This is essential to ensure you are ready for all the hands-on training. ✅ Failure to complete the pre-class materials may affect your ability to participate in the live training. ⏳ 🔹 Day 1: 10am-5pm 🔹 Day 2: 10am-5pm 🚀 No student will be rushed! We are dedicated to ensuring that every student receives the proper time and attention needed to master each technique. If extra time is required, we will accommodate to ensure you leave confident in your skills. ❗ 🚨 No cosmetology or esthetics license is required to take this class. 📌 However, state regulations vary when it comes to practicing brow services in a salon setting. We strongly encourage students to check their state’s guidelines for any licensing requirements necessary to work professionally. No one will be denied their right to learn this skill! 💪✨ 📲 📩 For Questions, Contact Us: info@schoolofglamology.com 📢 Follow Us for Training Updates & Success Stories! 📸 Instagram: 📘 Facebook: ⚠️ 🚫 All deposits and training fees are non-refundable. Once you are trained, you cannot return the knowledge we have provided you, which is why no refunds will be given for any reason. 🚫 If you are unable to attend your scheduled class, your deposit will not be refunded. However, you are welcome to join the next available course date, as long as we receive at least 48 hours’ notice. 🚫 No exceptions will be made to this policy.",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F958769493%2F151896068309%2F1%2Foriginal.20250212-053429?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=37eb34ff47ff08ec6c5db1e289afe182,Multiple dates,,,,Regus - Phoenix - Washington at Sky Harbor,4600 East Washington Street,300 Phoenix,AZ,85034,https://www.eventbrite.com/e/phoenix-az-everything-eyebrow-certification-8-methods-school-of-gla-tickets-1261892547579
Central Phoenix Screamix Ghost Tour,"Join us for our spooky adventure through the haunted heart of Central Phoenix! Have you ever wanted to uncover the stories behind some of the most iconic haunted locations in downtown Phoenix — like the legendary Hotel San Carlos or the beautifully eerie Orpheum Theatre? Then this tour is for you. Join us for Central Phoenix Screamix — a haunted history experience where you'll hear chilling tales, learn about Phoenix's fascinating past and paranormal present, and even do some ghost hunting at select outdoor spots using real paranormal tools. Tour Stops Include: 🏨 Hotel San Carlos 🏢 Westward Ho 🏛️ A.E. England Building ⛪ First Baptist Church 🌀 Phoenix Masonic Temple ⚰️ Adams Street Morgue 🎭 Orpheum Theater Why wait until Halloween to get spooky? 🎟️ Tours run every Friday and Saturday at 8 PM 📍Meet by Chase Tower 🔗 Book now at GetGhostedPhoenix.com 🚪NOTE: This is an outdoor-only walking tour—we don’t go inside the buildings, but we do ghost hunt at two haunted locations along the route.",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F950426973%2F1954096559783%2F1%2Foriginal.20250201-220829?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.50946969697&fp-y=0.536544850498&s=5e2a704e82e61d62e6003cb0ff8ba060,Multiple dates,,,,Chase Tower,201 North 1st Street,Phoenix,AZ,85004,https://www.eventbrite.com/e/central-phoenix-screamix-ghost-tour-tickets-1680080188069
"Sharpening Chisels, Plane Irons, and Scrapers","Sharpening Chisels, Plane Irons, and Scrapers It is nearly impossible to do good work with dull tools. We will show you how to put a razor-sharp edge on your chisels and plane irons. We will also cover the proper sharpening of scrapers. Feel free to bring a chisel, plane iron and/or a scraper. By the end of the class, you will have sharp tools and the skills to sharpen more!",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1066231273%2F166473302630%2F1%2Foriginal.20250703-185517?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=5e-05&fp-y=5e-05&s=6ed5f1e21033d4f5b9c322eddd603ce2,Multiple dates,,,,Rockler Woodworking and Hardware - Phoenix,4626 E Thunderbird Rd Ste 110,Phoenix,AZ,85032,https://www.eventbrite.com/e/sharpening-chisels-plane-irons-and-scrapers-tickets-1267777760409
World Famous Totally Tiered,Come spend the week with us creating the cake of your dreams! From start to finish our bakers will create a two tier cake of their dreams. We will begin the week with sketching their cakes to go on our inspiration board then our bakers will learn how to bake the perfect cake and lastly we will spend the remainder of the week learning butter cream and fondant skills culminating at the end of camp with their unique cake creations. It's totally tiered! Monday 6/01/26-Thursday 6/04/26 2pm-5pm recommended age 8+,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1173894799%2F101529178905%2F1%2Foriginal.20260103-142839?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=ddcf11bd959bcb822e35285f20afec7d,06/01/2026,,06/04/2026,02:00 PM,Paula Jacqueline Cakes & Pastries,4151 North Marshall Way,Suite 8 Scottsdale,AZ,85251,https://www.eventbrite.com/e/world-famous-totally-tiered-tickets-1979572813574
Level 1: Thai Massage Essentials,"Entire class is presented and practiced on a Thai floor mat. A basic introduction to Thai Massage that is suitable for new students. Entire class is presented and practiced on a Thai floor mat. A basic introduction to Thai Massage that is suitable for new students, or practitioners seeking an alternative modality. At the end of the course, the student can perform a complete 60-minute Thai massage routine, including supine, side-lying, prone and seated positions. In Level 1, we begin with the origin of Thai Massage, introduce the theory of Sen lines, and Thai asanas or therapeutic postures. We teach basic principles of western muscular anatomy and place a strong emphasis upon body mechanics and practicing bodywork in a sustainable way. Many western practitioners experience symptoms of occupational disability in hands, shoulders and arms due to reliance upon muscular strength and failure to understand the power of working from the core. We use yoga principles to teach the student how to move in an efficient, elegant and powerful way. With strong fundamentals, Thai bodywork can be not only safe but beneficial for the practitioner and will provide a deeply satisfying career that lasts many decades. $360 12CE Tuition includes workbook and a printed certificate. *Digital certificate copies for replacement are available for $5/each. Saturday and Sunday (June 13th & 14th) from 10-4:30PM. Wear comfortable clothes. There is no disrobing for this class. *There is a service fee for all refunds.",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F841725799%2F214316821224%2F1%2Foriginal.20240904-184153?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.005&fp-y=0.005&s=e9f566f1a6b88375c6a484afede73901,06/13/2026,,06/14/2026,10:00 AM,209 W Main St,209 West Main Street,Mesa,AZ,85201,https://www.eventbrite.com/e/level-1-thai-massage-essentials-tickets-1981892684370
Feed The City Scottsdale: Making Meals for People In Need,"Feed The City is a monthly volunteer opportunity where individuals come together at a local venue to make lunches for people in need. Join us for 🧡 At this event, you’ll gather around tables with other volunteers to make sandwiches, pack lunch sacks, and spread some kindness. It’s simple, impactful, and fun for all ages! We encourage you to wear ✅ 🛒 Please bring 🕘 🥪 You can still support the cause by dropping off completed lunch sacks containing: 💬 Join us in creating meals and moments that matter.",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1146656863%2F1681103693383%2F1%2Foriginal.20251007-115306?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=0e40ba7a854dcf75da0b732bcd79b2c6,Multiple dates,,,,Fate Brewing Company - Scottsdale,1312 North Scottsdale Road,Scottsdale,AZ,85257,https://www.eventbrite.com/e/feed-the-city-scottsdale-making-meals-for-people-in-need-tickets-802123692557
"Business Writing 1 Day Training in Surprise, AZ","Get ready to boost your business writing skills in just one day at our hands-on training session! Writing is a key method of communication for most people, and it""s one that many people struggle with. Writing and communication skills have degraded with more and more people communicating through email and text messaging. Developing writing skills is still important in the business world as creating proper documents (such as proposals, reports, and agendas), giving you that extra edge in the workplace. The Business Writing workshop will give your participants a refresher on basic writing concepts (such as spelling, grammar, and punctuation), and an overview of the most common business documents. These basic skills will provide your participants with that extra benefit in the business world that a lot of people are losing. Anybody who is interested in learning Business Writing Skills. After completing this course, delegates will be able to: There are no formal prerequisites. Students will receive a course manual with presentation slides and reference materials. For eBooks: Internet for downloading the eBook Laptop, tablet, Smartphone, eReader (No Kindle) Adobe DRM supported software (e.g. Digital Editions, Bluefire Reader) eBook download and activation instructions Once after the training you receive course completion certificate from Mountskills.",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F828883239%2F854845883913%2F1%2Foriginal.20240817-110103?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=59b3ee93543d1721543432974f5685e4,Multiple dates,,,,For venue details reach us at eventbrite@mountskills.com,PH: +1 469 666 9332,Surprise,AZ,85374,https://www.eventbrite.sg/e/business-writing-1-day-training-in-surprise-az-tickets-1767054841599
"Coaching at Work 1 Day Workshop in Surprise, AZ",Get ready to level up your career game with a full-day coaching workshop that will transform how you work and lead!,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1072896783%2F854845883913%2F1%2Foriginal.20250714-111201?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=5e-21&fp-y=5e-21&s=db74b95e64eb5059fb3bb79eee79e94e,Multiple dates,,,,For venue details reach us at eventbrite@mountskills.com,PH: +1 469 666 9332,Surprise,AZ,85374,https://www.eventbrite.sg/e/coaching-at-work-1-day-workshop-in-surprise-az-tickets-1770976370999
"Adaptability at Work 1 Day Workshop |Peoria, AZ","Get ready to level up your skills and crush it at work with our Adaptability at Work 1-Day Workshop - you won't want to miss this! Change is no longer occasional — it is constant. From organisational restructuring and digital transformation to shifting priorities and unexpected disruptions, professionals today are expected to adjust quickly while maintaining performance. This intensive one-day Adaptability at Work workshop equips participants with practical tools, behavioural strategies, and mindset techniques to thrive in uncertain and fast-moving environments. Instead of reacting emotionally or resisting change, you will learn how to respond with clarity, resilience, and strategic thinking. This program combines behavioural psychology, workplace resilience techniques, adaptive leadership principles, and real-world business simulations to help you stay effective — even when plans shift unexpectedly. • Team Leaders and Managers navigating change Organisations that succeed today are built on adaptable people. After this workshop, participants will be able to: This program is highly interactive and built around real workplace challenges, not theory alone. Registration, Welcome & Workshop Objectives Module 1: The Science of Adaptability at Work Interactive reflection exercise included Module 2: Personal Adaptability Assessment Self-assessment and guided discussion Morning Break Module 3: Growth Mindset & Resilience in Action Practical mindset reframing activity Module 4: Adaptive Communication Skills Scenario-based communication practice Lunch Break Module 5: Agile Decision-Making in Uncertainty Group case study challenge Module 6: Adaptive Leadership & Influence Interactive leadership simulation Afternoon Break Module 7: Team Adaptability & Collaboration Team-based adaptability simulation Module 8: Personal Adaptability Action Plan Workshop summary and key takeaways Workplace adaptability ✔ Highly interactive with simulations and case studies By the end of the day, you will: • Understand how to stay effective during constant change 🎓 All participants will receive a Want this course delivered at your workplace or for your team? We offer customized onsite and virtual sessions for companies.📩 Email us at",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1177247059%2F2758570858651%2F1%2Foriginal.20260211-041315?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=a49b519d974668be381dee2b49d4a995,Multiple dates,,,,For venue details reach us at info@learnerring.com,PH: +1 505 369 2908,Peoria,AZ,85382,https://www.eventbrite.com/e/adaptability-at-work-1-day-workshop-peoria-az-tickets-1982952787166
"Creative Thinking 1 Day Workshop |Tempe, AZ","Unleash your inner artist and break free from creative blocks at our immersive Creative Thinking 1-Day Workshop! In today’s fast-moving business environment, routine thinking is no longer enough. Organizations need professionals who can generate fresh ideas, solve problems creatively, and adapt to constant change. This Creative Thinking & Innovation Skills Workshop is a practical, highly interactive program designed to help professionals break habitual thinking patterns and develop stronger idea-generation capabilities. Whether you feel stuck when asked for new ideas, struggle with problem solving under pressure, or simply want to enhance your innovation skills, this workshop provides structured tools and techniques you can apply immediately in your workplace. Participants will learn how to shift from rigid thinking to flexible thinking, expand idea generation, and build a mindset that supports innovation and continuous improvement. • Professionals who want to improve creative problem solving By the end of the day, you will be able to: • Understand the science behind creativity and how the brain generates ideas Creative Thinking 9:00 AM – 9:30 AM 9:30 AM – 10:15 AM 10:15 AM – 11:00 AM 11:00 AM – 11:15 AM 11:15 AM – 12:00 PM 12:00 PM – 1:00 PM 1:00 PM – 2:00 PM 2:00 PM – 2:45 PM 2:45 PM – 3:30 PM 3:30 PM – 3:45 PM 3:45 PM – 4:30 PM 4:30 PM – 5:00 PM This is not a lecture-based seminar. It is: • Highly interactive Participants leave with structured tools, practical techniques, and a clear development plan. Stronger creative confidence 🎓 All participants will receive a Want this course delivered at your workplace or for your team? We offer customized onsite and virtual sessions for companies.📩 Email us at",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1177441104%2F2758570858651%2F1%2Foriginal.20260213-035520?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.503&fp-y=0.332&s=9336c1210a08a780397e8fd544198670,Multiple dates,,,,For venue details reach us at info@learnerring.com,PH: +1 505 369 2908,Tempe,AZ,85282,https://www.eventbrite.com/e/creative-thinking-1-day-workshop-tempe-az-tickets-1983072303643
"Coaching Skills for Managerial Success: 1 Day Training in Phoenix, AZ","Step beyond traditional management and master coaching techniques that inspire lasting growth and motivation. Save Duration: 1 Full Day (8 Hours) Great managers don’t just direct — they By the end of this course, you will be able to: This course is ideal for leaders who want to Know a team or professional who could benefit from our workshops? Refer them and earn attractive royalties for every successful registration We offer",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1181082176%2F2740397811611%2F1%2Foriginal.20260331-111434?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=5d55278374373fe0a5b23df8f2c50c01,Multiple dates,,,,"regus AZ, Phoenix - 24th and Camelback",2375 East Camelback Road Suite 600,Ph No +1 469 666 9332 Phoenix,AZ,85016,https://www.eventbrite.sg/e/coaching-skills-for-managerial-success-1-day-training-in-phoenix-az-tickets-1980436191962
"Strategic Stakeholder Management – 1 Day Session in Phoenix, AZ","Learn how to manage stakeholder expectations, build strong relationships, and improve business outcomes through effective communication. Save This course explains how businesses can successfully manage relationships with key stakeholders such as customers, employees, management, partners, regulators, and investors. • Understand the role of stakeholders in business success • Business owners and entrepreneurs This course focuses on Know a team or professional who could benefit from our workshops? Refer them and earn attractive royalties for every successful registration",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1171902092%2F2740397811611%2F1%2Foriginal.20251128-041956?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=2e421a2e4f10692d7cc6fc4a18c1ac83,Multiple dates,,,,"regus AZ, Phoenix - 24th and Camelback",2375 East Camelback Road Suite 600,Ph No +1 469 666 9332 Phoenix,AZ,85016,https://www.eventbrite.sg/e/strategic-stakeholder-management-1-day-session-in-phoenix-az-tickets-1980689192694
DRAWING with M.A.R.C.U.S. Art,Join M.A.R.C.U.S. Art Drawing! Free monthly workshops to help youth thrive through creativity. No experience needed! Join us at Phoenix Center for the Arts for a powerful and playful art experience led by the incredible Marcus Jackson! The 🗓️ 📍 ✨ No experience needed—just bring your energy and imagination!,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1114445933%2F176555301035%2F1%2Foriginal.20250904-171059?w=600&auto=format%2Ccompress&q=75&sharp=10&s=c925d4f50d99176d97dca31ec32723bc,Multiple dates,,,,Phoenix Center for the Arts,1202 North 3rd Street,Phoenix,AZ,85004,https://www.eventbrite.com/e/drawing-with-marcus-art-tickets-1664936954249
Fuzzzy Talks Live Comedy Podcast [Vendors Welcome],Get ready to laugh those calories off at our live comedy podcast show! The At the show you'll be able to interact with our hysterical hosts as we dive into a variety of topics & subjects that we can all relate to. 💭During the 🎟️ 👀 Promote your business on the The show receives thousands of views per episode! Get your business 🎫 Purchase the Vendor Business Promotion ticket to get started!,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1137909953%2F1990944059303%2F1%2Foriginal.20250928-151959?w=600&auto=format%2Ccompress&q=75&sharp=10&s=616faff8ab78371ee9a51fa0ffa323b4,Multiple dates,,,,Peoria,Peoria,Peoria,AZ,85382,https://www.eventbrite.com/e/fuzzzy-talks-live-comedy-podcast-vendors-welcome-tickets-1983295063925
Zumba Fitness at Loco Dojo,"Once the Latin and World rhythms take over, you'll see why Zumba Fitness classes are often called exercise in disguise. Experience the ultimate ""exercise in disguise"" with Zumba Fitness at Loco Dojo. Our high-energy dance fitness party takes the ""work"" out of workout by mixing low-intensity and high-intensity moves for an interval-style, calorie-burning experience. Whether you are a seasoned dancer or have two left feet, our Zumba classes are designed for all ages and fitness levels, ensuring everyone leaves feeling energized and empowered! Our Zumba sessions provide a total body workout by combining all the essential elements of fitness: How Zumba DeliversCardioHigh-energy Latin and World rhythms keep your heart rate up and burn calories. Dynamic dance moves engage your core, legs, and arms for total body toning. Fluid transitions and rhythmic movements improve coordination and range of motion. The infectious music and community atmosphere provide a ""serious dose of awesome."" At Loco Dojo, we believe in a positive transformation that starts with movement. Our Zumba classes are more than just a workout; they are a celebration of what your body can do. Join our vibrant community and discover why Zumba is the world's most popular dance fitness program. Zumba at Loco Dojo is for everyone! We welcome all ages and skill levels to join our inclusive and supportive environment. If you're looking for a fun way to stay active, relieve stress, and meet great people, this is the class for you. Don't wait—sign up now and get ready to dance your way to a healthier, happier you!",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1177448847%2F2991446569035%2F1%2Foriginal.20260213-081032?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=bdf6b68e2cddbbbf68105d4d93bd353a,Multiple dates,,,,Loco Dojo,1510 East Bell Road,Phoenix,AZ,85022,https://www.eventbrite.com/e/zumba-fitness-at-loco-dojo-tickets-1983064842326
"Artificial Intelligence & Automation 1 Day Workshop |Glendale, AZ","Understand AI, Automation & Real-World Business Applications | Hands-On | Beginner to Intermediate",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1174181986%2F2758570858651%2F1%2Foriginal.20260107-055847?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=b8f620d7ec6e2930f033443e28d85282,Multiple dates,,,,For venue details reach us at info@learnerring.com,PH: +1 505 369 2908,Glendale,AZ,85304,https://www.eventbrite.com/e/artificial-intelligence-automation-1-day-workshop-glendale-az-tickets-1980243952970
"Artificial Intelligence & Automation 1 Day Workshop |Tempe, AZ","Understand AI, Automation & Real-World Business Applications | Hands-On | Beginner to Intermediate Artificial Intelligence (AI) and Automation are no longer optional skills — they are essential for modern professionals and organisations. This This workshop focuses on In addition to learning core AI concepts, participants will also understand By the end of the day, participants will be confident in Business Professionals By attending this workshop, participants will be able to: Understand core Artificial Intelligence and Automation concepts Learn AI without technical complexity 🎓 All participants will receive a Want this course delivered at your workplace or for your team? We offer customized onsite and virtual sessions for companies.📩 Email us at",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1174181986%2F2758570858651%2F1%2Foriginal.20260107-055847?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=b8f620d7ec6e2930f033443e28d85282,Multiple dates,,,,For venue details reach us at info@learnerring.com,PH: +1 505 369 2908,Tempe,AZ,85282,https://www.eventbrite.com/e/artificial-intelligence-automation-1-day-workshop-tempe-az-tickets-1980170818222
"Artificial Intelligence & Automation 1 Day Workshop |Surprise, AZ","Understand AI, Automation & Real-World Business Applications | Hands-On | Beginner to Intermediate Artificial Intelligence (AI) and Automation are no longer optional skills — they are essential for modern professionals and organisations. This This workshop focuses on In addition to learning core AI concepts, participants will also understand By the end of the day, participants will be confident in Business Professionals By attending this workshop, participants will be able to: Understand core Artificial Intelligence and Automation concepts Learn AI without technical complexity 🎓 All participants will receive a Want this course delivered at your workplace or for your team? We offer customized onsite and virtual sessions for companies.📩 Email us at",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1174181986%2F2758570858651%2F1%2Foriginal.20260107-055847?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=b8f620d7ec6e2930f033443e28d85282,Multiple dates,,,,For venue details reach us at info@learnerring.com,PH: +1 505 369 2908,Surprise,AZ,85374,https://www.eventbrite.com/e/artificial-intelligence-automation-1-day-workshop-surprise-az-tickets-1980357073316
"Crack the Shark Tank Code: 1 Day Founder Workshop in Phoenix, AZ","Decode investor expectations, refine your business idea, and build a pitch that grabs attention and drives investment conversations. 1. Groups of three or more receive a 10% discount 2. Organizations hosting an in-house session with 10+ participants enjoy a 15% discount. This course provides an immersive understanding of how to think, pitch, and evaluate opportunities like an investor. Through practical insights, you will learn the mindset behind By the end of the course, Entrepreneurs, start-ups, innovators, and small business owners. This course provides practical, real-world insights that help you prepare for investor interactions with clarity and confidence. It breaks down complex investment concepts into simple, actionable steps that you can immediately apply to your business. Our approach focuses on pitch mastery, financial understanding, and strategic thinking—key skills every founder needs. You gain exposure to investor-style evaluations, negotiation principles, and storytelling techniques that elevate your pitch. By the end of the day, you walk away ready to impress investors and strengthen your business direction. Know a team or professional who could benefit from our workshops? Refer them and earn attractive royalties for every successful registration We offer in-house sessions that bring this training directly to your organization. The program can be customized to match your team’s business stage, industry focus, or innovation goals. Whether you're preparing for investor meetings, internal presentations, or strategic planning, we tailor the content to ensure greater relevance and impact.",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1173531335%2F2740397811611%2F1%2Foriginal.20251226-095717?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=7aaef4ae61c9126cc18f16a9a56744cb,Multiple dates,,,,24th At Camelback,2375 East Camelback Road Suite 600 Phoenix Arizona 85016,Ph No +1 469 666 9332 Phoenix,AZ,85016,https://www.eventbrite.sg/e/crack-the-shark-tank-code-1-day-founder-workshop-in-phoenix-az-tickets-1975396511141
"Technical Writing for Non-Technical Roles – 1 Day Course in Phoenix, AZ","Learn to write clear, structured technical documents that communicate complex ideas simply and professionally. Save This course helps non-technical professionals develop strong technical writing skills without requiring technical expertise. • Understand the fundamentals of technical writing • Non-technical professionals This course is designed specifically for professionals without technical backgrounds. Know a team or professional who could benefit from our workshops? Refer them and earn attractive royalties for every successful registration",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1180825552%2F2740397811611%2F1%2Foriginal.20260327-105148?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=a6eda8557467c922e51516e353999498,Multiple dates,,,,24th At Camelback,2375 East Camelback Road Suite 600,Ph No +1 469 666 9332 Phoenix,AZ,85016,https://www.eventbrite.sg/e/technical-writing-for-non-technical-roles-1-day-course-in-phoenix-az-tickets-1980068985638
"Go-To-Market Blueprint: Hands-On 1 Day Workshop in Phoenix, AZ","Want to turn your product into a market winner? Learn how to craft, launch, and measure GTM strategies that accelerate business growth. Save Duration: 1 Full Day (8 Hours) This dynamic By the end of this course, you will: Launching a product or service without a clear strategy can cost valuable time and money. This course helps you avoid those pitfalls by equipping you with structured methods and insights used by successful global companies. With our expert trainers, you gain actionable tools to map your customer journey, align internal teams, and optimize your launch for maximum impact. Whether you're planning your first launch or refining an existing GTM approach, this program ensures you're positioned to win in competitive markets. Know a team or professional who could benefit from our workshops? Refer them and earn attractive royalties for every successful registration We offer tailored",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1176440957%2F2740397811611%2F1%2Foriginal.20260202-115950?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=d046d01ddb8387e6bbad7913750b28b1,Multiple dates,,,,"regus AZ, Phoenix - 24th and Camelback",2375 East Camelback Road Suite 600,Ph No +1 469 666 9332 Phoenix,AZ,85016,https://www.eventbrite.sg/e/go-to-market-blueprint-hands-on-1-day-workshop-in-phoenix-az-tickets-1974572844532
