Event Name,Event Description,Event Image,Event Date,Event Time,Event End Date,Event End Time,Place,Street,City,State,Pincode,Event URL
Restaurant of the Week | Foodies + New Friends: Phoenix,"You sign up. We book. Connect with new friends over dinner while supporting locally owned restaurants. When was the last time you did something completely spontaneous? Our series groups together complete strangers for a fun night out. That's right, you sign up, and we book the reservation. We know life can get busy. Don't forget to spend time making new friends! Build your community with us while supporting locally owned businesses. Each outing is held at a different location. These gatherings are not directly associated with the restaurants, but are simply based on a table reservation via Opentable, Resy, or other plaforms.. This micro-event is intended to be for 4-6 people maximum. If the day you signed up for does not hit the minimum number of signups, please be open to joining us on another day with a fuller group. Check out our feature in After you register, you'll be emailed an introduction message asking about age range, food preferences, and interests. We'll stay in touch with you leading up to the day of the gathering. *Your registration does not include your individual food and drink purchases (but free events typically mean most people no show). *These outings are intended to help people make *If you sign up the day of, there's a risk of already reach our maximum for the day, or not having enough interest to move forward with a table reservation. Simply email ermantourageimpact@gmail.com to for info prior to signing up. Our vision is simple: we take the no gimmicks approach to networking. No need for yet another app to take up space on your phone - just four walls and a roof and good food for people to connect :) We coordinate with you directly, human-to-human. If you have any more questions, please contact Brought to you by event series (Become a monthly subscriber via",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1171944836%2F935412228013%2F1%2Foriginal.20251129-001534?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=746571764f7e18286a1b9bd300d1fce4,Multiple dates,,,,Restaurant of the Week,East Roosevelt Street,Phoenix,AZ,85004,https://www.eventbrite.com/e/restaurant-of-the-week-foodies-new-friends-phoenix-tickets-1063958160499
Space Rising I Arizona Space Congress™ All Access Pass,"Space Rising presents ARIZONA SPACE Congress™ + Supernova Gala. We convene leaders from industry, government, academia, entrepreneurship, and investment to create a shared, actionable blueprint for This method culminates in the creation of the ______________________________________________________ April 29 I 6:00-10:00 pm • • • Formal Dinner",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1179691499%2F2987324319877%2F1%2Foriginal.20260312-150002?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.949&fp-y=0.488&s=41f8cf1e2a4a4978eed8defc75646673,04/29/2026,09:00 AM,04/29/2026,10:00 PM,Hyatt Regency Phoenix,122 North 2nd Street,Phoenix,AZ,85004,https://www.eventbrite.com/e/space-rising-i-arizona-space-congresstm-all-access-pass-registration-1981972311537
Real Estate and Business Networking | Elevating Your Potential - Phoenix,"Strive welcomes you to 'RE and Business Networking', an event for tenured and newcomers at The Grand ! Event is 21+. Limited Tickets. Strive welcomes you to 'Real Estate and Business Networking', Phoenix's hottest networking event! We are set in the perfect central location in Downtown for all to join. Are you interested in real estate and business? Want to elevate your career? Meet future colleagues in both residential and commercial spheres: Brokers, Lenders, Investors, Mortgage Brokers, Contractors, and many more who are active in the space or are eager to get started. Pack some business cards and come with an open mind! Meet your future business partners, employers, coworkers, investors, and friends. You don't want to miss this opportunity to expand your network and create a brighter future. We will have a space for our event to check-in. The event will go from 6:00 PM - 8:00 PM(feel free to come at any point in this timeframe). Name tags will be provided. Business casual dress code. Job fair attire. We look forward to meeting you at the event! Sincerely, Strive Networking Team",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F920658843%2F2244249934723%2F1%2Foriginal.20241219-222629?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.506628787879&fp-y=0.598509933775&s=1249725e2dee934e4537cde97758fd23,04/29/2026,06:00 PM,04/29/2026,08:00 PM,The Grand,718 North Central Avenue,Phoenix,AZ,85004,https://www.eventbrite.com/e/real-estate-and-business-networking-elevating-your-potential-phoenix-tickets-1981591808442
The Institute for Tissue Regeneration & Repair - Phoenix 2026,"Let's connect! Register for The Institute for Tissue Regeneration & Repair Conference! Join us in Spring 2026 in Phoenix! Join us Saturday and Sunday, May 16-17, 2026 for the Institute for Tissue Regeneration & Repair Conference, where you’ll have the unique opportunity to collaborate and learn from some of today’s most acclaimed leaders in the field of regenerative medicine. Attendees will discover why Shockwave Therapy and EMTT as well as other regenerative approaches are transforming patient care for physicians around the world. Here you’ll gain a deep understanding of these regenerative techniques and technologies. Education and training will include lectures, panels, round tables, and hands-on training. PLUS: Hear from key executives from STORZ Medical as well as from US leaders in Shockwave, EMTT, and regenerative medicine",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1175372077%2F998966998873%2F1%2Foriginal.20260120-193444?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=2526f71faefbf67b51d89688c100f5c1,05/16/2026,,05/17/2026,08:30 AM,Hyatt Regency Phoenix,122 North 2nd Street,Phoenix,AZ,85004,https://www.eventbrite.com/e/the-institute-for-tissue-regeneration-repair-phoenix-2026-registration-1978424471853
"Phoenix, AZ - Breakfast Club - Ripple Intent","Join us for our Ripple Intent breakfast club. Our breakfast club is staying curious and wants to find out why we are the way we are. Connecting through simple topics examined in complex ways, we explore how the human factor can be used as an accelerator of positive change through self awareness, practice, and application. Register today.",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F629605589%2F159487438509%2F1%2Foriginal.20231027-030109?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C160%2C1280%2C640&s=c2e63ca111f123c9109df7e71adb617b,04/24/2026,08:00 AM,04/24/2026,09:30 AM,DPR,222 North 44th Street,Phoenix,AZ,85034,https://www.eventbrite.com/e/phoenix-az-breakfast-club-ripple-intent-tickets-1984302209324
Permaculture Yard Design Workshop,Discover how to design a productive and sustainable yard using permaculture principles. P,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1175699993%2F2940782826101%2F1%2Foriginal.20260124-014512?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=dafb98defa6804e1e077048d293df5e9,04/25/2026,10:00 AM,04/25/2026,11:30 AM,1200 W Vineyard Rd,1200 West Vineyard Road,Phoenix,AZ,85041,https://www.eventbrite.com/e/permaculture-yard-design-workshop-tickets-1981464652114
Music and Business Networking | Elevating Your Potential - Phoenix,"Strive welcomes you to 'Music and Business Networking', an event for tenured and newcomers at The Grand! Event is 21+. Limited Tickets.",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F920663813%2F2244249934723%2F1%2Foriginal.20241219-223527?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.502840909091&fp-y=0.48261589404&s=137ace153771599ec28fdb9de6994ce7,04/29/2026,06:00 PM,04/29/2026,08:00 PM,The Grand,718 North Central Avenue,Phoenix,AZ,85004,https://www.eventbrite.com/e/music-and-business-networking-elevating-your-potential-phoenix-tickets-1981591801421
Exhibitor Registration : School Nurse Organization of Arizona Conference,"Join us in person for the 37th Annual School Nurse Organization of Arizona Vendor Registration! Get ready to join us in person for an amazing opportunity to connect, network, and showcase your products and services at this long-awaited event. Whether you're a returning vendor or new to the scene, this is your chance to be part of the Arizona school nurse community and make valuable contacts. Don’t miss out on this fun, engaging, and important event where you can truly make a difference! The School Nurses Organization of Arizona invites you to join us for the 36th Annual School Health Services Conference, Dates: June 11, 2026 Location: Desert Willow Conference Center 4340 E. Cotton Center Blvd; Phoenix, AZ 85040 **Scholarship – Many attendees have to pay out-of-pocket to attend the seminar, due to school district budget cuts. SNOA has initiated a scholarship program to assist deserving health office staff with attending the seminar. Any questions please contact: Denise Schooley at: denise.schooley@greathearts.org *Please note as a participant of the School Nurses Organization of Arizona 37th Annual Conference photos may be taken at the Desert Willow Conference Center and used for publicity or general information purposes and may be seen by the general public. SNOA always strives to present individuals in a complimentary, culturally-sensitive and appropriate manner.",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1175994667%2F482227822851%2F1%2Foriginal.png?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C940%2C470&s=8ea40ba4bc33a35005fd97ae8386c426,06/11/2026,06:00 AM,06/11/2026,05:00 PM,Desert Willow Conference Center,4340 East Cotton Center Boulevard,Phoenix,AZ,85040,https://www.eventbrite.com/e/exhibitor-registration-school-nurse-organization-of-arizona-conference-tickets-1981805103413
Phoenix Children's Pediatric Pharmacy Education Symposium,"Join us for the Phoenix Children's Pediatric Pharmacy Education Symposium, an in-person and virtual event taking place on April 25, 2026. This is a one-day comprehensive pharmacy education program that delivers The symposium will begin at 8 a.m., MST and will go until 2 p.m., MST.",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1179015513%2F2634596772551%2F1%2Foriginal.20260304-154954?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.049&fp-y=0.291&s=49a296eed1ef8ef0e86427784196c05c,04/25/2026,08:00 AM,04/25/2026,02:00 PM,Phoenix Children's Hospital Conference Center,2632 North 20th Street,Phoenix,AZ,85006,https://www.eventbrite.com/e/phoenix-childrens-pediatric-pharmacy-education-symposium-registration-1984299461104
UNBOUND Cord Cutting Shamanic Breathwork and Sound Bath,"Join us for a powerful UNBOUND"" A Cord Cutting journey combining Breath and Vibration. Releasing blockages and restoring balance. Here we turn inward to reclaim personal power. This ceremony focuses on cords tied to control, obligation, people-pleasing, and self-doubt. Breathwork ignites inner fire, while sound healing stabilizes confidence and boundary integrity—supporting embodied sovereignty. The ceremony brings integration and completion. We release any remaining cords at the heart and crown—old soul contracts, karmic ties, and attachments rooted in love and spiritual identity. This closing ritual supports forgiveness, clarity, and freedom, sealing the journey with grace and alignment. Not all cords are visible—yet they profoundly shape our energy, emotions, relationships, and sense of self. Through the intentional union of Shamanic breathwork guided by Each session includes: The events are open to all who feel called to release old attachments, reset energetic boundaries, and step into embodied sovereignty. ✨ Sound Bath Scottsdale, Phoenix, Mesa, Gelndale, Cave Creek, Fountain Hills, Surprise, Peoria, Tempe. Sound meditation , vibration, frequency, Sound Bath.",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1004586423%2F216190146345%2F1%2Foriginal.20250409-060318?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=c6c0405fa2cbc30183e8570d4c915591,04/25/2026,07:00 PM,04/25/2026,09:00 PM,Jazzercize,12228 North Cave Creek Road,Phoenix,AZ,85022,https://www.eventbrite.com/e/unbound-cord-cutting-shamanic-breathwork-and-sound-bath-tickets-1979963123000
International Conference of Secular AA 2026 Phoenix,"Join us in Phoenix, AZ, from November 13–15, 2026, for the in‑person International Conference of Secular AA! ICSAA is where the secular AA community comes together to learn, connect, and grow. Whether you’re a longtime member, a newcomer, or simply curious about secular approaches to recovery, this weekend offers a welcoming space to explore new ideas, meet people from around the world, and strengthen your sobriety. Expect thoughtful speakers, practical workshops, open discussions, and plenty of time for fellowship in a supportive, inclusive environment. ICSAA welcomes: You do Whether you’re attending your first ICSAA or returning to reconnect with friends, we’re excited to welcome you to Phoenix in 2026. This conference is built by people like you — people who believe in sobriety, inclusion, and the power of secular connection. You can book your room at the Hilton Phoenix Resort at the Peak by calling The Daily Resort Charge includes: More hotel information is available on Secular AA’s ICSAA Phoenix page: https://www.aasecular.org/icsaa-2026",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1095175633%2F1786871803543%2F1%2Foriginal.20250813-203657?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.0173745173745&fp-y=0.490456418872&s=fcc79feefada68578fbcd74a34cefae9,11/13/2026,,11/15/2026,,Hilton Phoenix Resort at the Peak,7677 North 16th Street,Phoenix,AZ,85020,https://www.eventbrite.com/e/international-conference-of-secular-aa-2026-phoenix-registration-1537784427619
