Event Name,Event Description,Event Image,Event Date,Event Time,Event End Date,Event End Time,Place,Street,City,State,Pincode,Event URL
"Effective Vendor Management 1-Day Workshop|Phoenix, AZ","Get ready to level up your skills in managing vendors like a pro at our intensive 1-day workshop - it's time to take control! Effective vendor management is crucial to ensuring successful project outcomes, cost savings, and strong supplier relationships. ✅ Importance and key components of an effective vendor management strategy Project Managers 🎓 All participants will receive a Want this course delivered at your workplace or for your team? We offer customized onsite and virtual sessions for companies.📩 Email us at",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1170613692%2F2758570858651%2F1%2Foriginal.20251110-182816?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.571&fp-y=0.233&s=70acd1613503204a366480d9171cd009,Multiple dates,,,,For venue details reach us at info@learnerring.com,PH: +1 505 369 2908,Phoenix,AZ,85027,https://eventbrite.com/e/effective-vendor-management-1-day-workshopphoenix-az-tickets-1967981048292
Big Ballers: Dinner with Entrepreneurs | Scottsdale (Charity Edition),"Join us for a cozy dinner with local entrepreneurs to network, share experiences, and make new connections! Charity edition. Hey, Entrepreneurs! When was the last time you did something completely spontaneous? Our series groups together complete strangers for a fun night out to connect with like-minded individuals. You sign up, and we book the restaurant. Our mission is to host dinners in over 100 cities to bring people together while supporting locally owned businesses. This micro-event is intended to be for 6 people or less. Check out our feature in This gathering isn't an official event with the restaurant but rather an outing based on a table reservation via Resy or Opentable. The pin on the map is not the location, but a placeholder on Eventbrite as each week is held at a different location. After you register, you'll be emailed an introduction message. *Your registration does not include your individual food and drink purchases. A paid ticket simply makes you more committed to actually showing up. *These outings are intended to help people make *If we don't meet our minimum number of registrants for the evening you sign up, please be open to joining us on another evening! We will complete table reservations after we hit our minimum signups, so you may reach out to us before signing up for or after you sign up to see our progress with registrations for the evening. *If you sign up the day of the gathering and do not get a message from us in time, simply email ermantourageimpact@gmail.com, request a refund, or please be open to joining us on another evening. Our vision is simple: we take the no gimmicks approach to networking. No need for yet another app to take up space on your phone - just four walls and a roof and good food for people to connect :) We coordinate with you directly, If you have any more questions, please contact (Become a monthly member via",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1150621023%2F2665070848231%2F1%2Foriginal.20251011-094257?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=1694d82b390eb68a916f7b3d04b30856,Multiple dates,,,,Restaurant of the Week,East Main Street,Scottsdale,AZ,85251,https://eventbrite.com/e/big-ballers-dinner-with-entrepreneurs-scottsdale-charity-edition-tickets-1972862850895
Adult Beginner Contemporary Dance,"Contemporary dance is all about freedom — a mix of technique and release, strength and softness, structure and play. Contemporary dance is all about freedom — a mix of technique and release, strength and softness, structure and play. This class invites beginners to explore flowing movement, floorwork, and dynamic shifts of weight, guided by music and emotion. It’s not about getting it perfect — it’s about getting lost in the movement and finding something honest along the way. Class is deisigned for beginners, those looking to return to dance, and dancers looking to connect to the basics!",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1170740134%2F1760701706283%2F1%2Foriginal.20251111-231618?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=5f3913ab5fe2c4eba88b57f6b0313186,Multiple dates,,,,Phoenix Center for the Arts,1202 North 3rd Street,Phoenix,AZ,85004,https://eventbrite.com/e/adult-beginner-contemporary-dance-tickets-1968322128472
Beginning Belly Dance Fusion,"A fun, beginner-friendly journey into Cabaret-style belly dance, with exciting infusions of ballroom, rhythm, jazz, and global rhythms.",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1170701973%2F2917892558051%2F1%2Foriginal.20251111-162839?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=4d101b408365849adf1b6d2240a7ce68,Multiple dates,,,,The Garage Studio,7830 East Redfield Road,10 Scottsdale,AZ,85260,https://eventbrite.com/e/beginning-belly-dance-fusion-tickets-1968219877637
"Account Management 1-Day Workshop | Peoria, AZ","Join us for a high-energy workshop on mastering account management strategies and boosting client relationships! In today’s competitive business environment, Through practical exercises, real-life case studies, and interactive discussions, participants will learn how to manage key accounts more effectively, identify growth opportunities, and deliver outstanding customer experiences that lead to business success. Whether you’re new to account management or an experienced sales professional looking to refine your strategy, this workshop will provide you with the tools, confidence, and insights needed to succeed. By the end of this workshop, participants will be able to: 🎓 All participants will receive a Want this course delivered at your workplace or for your team? We offer customized onsite and virtual sessions for companies.📩 Email us at",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1156836293%2F2749146114041%2F1%2Foriginal.20251019-033821?w=600&auto=format%2Ccompress&q=75&sharp=10&s=9a9e7a0cbee46b5115da0f7eb2cb57cb,Multiple dates,,,,For venue details reach us at info@learnerring.com,PH: +1505 369 2908,Peoria,AZ,85382,https://eventbrite.com/e/account-management-1-day-workshop-peoria-az-tickets-1932395078699
Christmas In July Baking Camp,Come deck the halls and spread some holiday cheer at our Christmas in July Baking Camp! It's the most wonderful time of the year!! Its Christmas in July! Come join us as we deck the halls and spend the week spreading Christmas cheer. We will be making all of the Christmas favorites with plenty to bring home and share. It is sure to be a week full of fun and holiday cheer!! Monday 7/20/26-Thursday 7/23/26 9am-12pm Recommended age 8+,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F94386541%2F101529178905%2F2%2Foriginal.jpg?w=512&auto=format%2Ccompress&q=75&sharp=10&s=e432365bd24e143c04d1ffd751063a56,07/20/2026,09:00 AM,07/23/2026,12:00 PM,Paula Jacqueline Cakes & Pastries,4151 North Marshall Way,Suite 8 Scottsdale,AZ,85251,https://eventbrite.com/e/christmas-in-july-baking-camp-tickets-1979573838640
"Teaching Smarter with Generative AI – 1 Day Training in Phoenix, AZ","Equip teachers with practical generative AI strategies that enhance teaching without replacing human judgment. Save Duration: 1 Full Day (8 Hours) This 1 Day course is designed to help teachers understand and apply generative AI in education responsibly and effectively. The training explains what generative AI is, how it works, and how it can support teaching tasks such as lesson planning, assessments, content creation, and student engagement. Strong emphasis is placed on ethical use, academic integrity, and age-appropriate application. Teachers will learn how to guide students in using AI as a learning support tool while maintaining critical thinking and originality in the classroom. • Understand the fundamentals of generative AI in education. • Apply AI support to lesson planning and classroom activities. • Improve teaching efficiency while maintaining academic integrity. • Identify ethical and safe practices for AI usage in schools. • Guide students in responsible and meaningful AI use. • Balance AI assistance with critical thinking and originality. • Build confidence in adapting teaching practices for an AI-driven future. • School teachers (primary, secondary, and higher education) • Academic coordinators and curriculum designers • Education administrators • Teacher trainers and mentors • Educators interested in digital transformation • Anyone involved in teaching and learning environments This course is led by an experienced trainer who understands both education systems and emerging AI technologies. The content is practical, teacher-focused, and avoids unnecessary technical complexity. Real classroom scenarios, ethical discussions, and guided activities ensure teachers gain confidence in using AI responsibly. The course helps educators stay relevant while protecting learning quality and values. Know a team or professional who could benefit from our workshops? Refer them and earn attractive royalties for every successful registration",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1171902092%2F2740397811611%2F1%2Foriginal.20251128-041956?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=2e421a2e4f10692d7cc6fc4a18c1ac83,Multiple dates,,,,24th At Camelback,2375 East Camelback Road Suite 600,Ph No +1 469 666 9332 Phoenix,AZ,85016,https://eventbrite.com/e/teaching-smarter-with-generative-ai-1-day-training-in-phoenix-az-tickets-1979708074142
"React Native Fundamentals: 1 Day Practical Session in Phoenix, AZ","Get started with React Native and learn how to design screens, manage state, fetch data, and assemble a simple mobile app interface. Save Duration: 1 Full Day (8 Hours) This hands-on course introduces you to the fundamentals of Developers, programmers, and app creators. This course is perfect if you're looking to start building mobile apps using modern, flexible, and widely adopted tools. React Native allows you to create apps for multiple platforms using a single codebase, saving time and development effort. Our training breaks down complex concepts into simple steps, ensuring you learn through hands-on practice. You will gain practical experience building components, styling interfaces, and creating app flows. With expert-led guidance, you’ll leave ready to continue your mobile development journey confidently. Know a team or professional who could benefit from our workshops? Refer them and earn attractive royalties for every successful registration We provide in-house React Native training tailored to your organization’s goals and current skill levels. Whether your team needs support with app structure, navigation, styling, or API integration, we customise the modules to meet your project needs. This ensures a focused, relevant, and practical learning experience for development teams.",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1175538896%2F2740397811611%2F1%2Foriginal.20260122-113101?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=7aa75fb0b59b97658c1237086a556770,Multiple dates,,,,"regus AZ, Phoenix - 24th and Camelback",2375 East Camelback Road Suite 600,Ph No +1 469 666 9332 Phoenix,AZ,85016,https://eventbrite.com/e/react-native-fundamentals-1-day-practical-session-in-phoenix-az-tickets-1977020050190
"Mastering Absence Management – 1 Day Training in Phoenix, AZ","Absence Management: 1 Day course on reducing workplace absence, legal rules, practical tools, and improving attendance. Save Duration: 1 Full Day (8 Hours) This course provides several useful handouts and exercises relating to absence management. What is ‘Absence’? And how do we go about managing it and reducing it wherever we can, without falling foul of employment law? This training has been created to help safely navigate you through the minefield of absence management, paying attention to issues of systems, procedures and organizational culture along the way. Using a selection of exercises, activities and sample documents, the course examines some traditional methods of management as well as some more contemporary and innovative ways of keeping a lid on casual absence. Participants will take away a number of practical tools and ideas to enable them to target performance improvement when back at their desks. At the end of this absence management training you will be able to give a clear definition of what absence is outline the legal and contractual issues around the management of absence have the knowledge to manage absence and to work towards improving overall attendance at work produce a plan to review absenteeism in your team and where required, an action list to implement measures for improvement. This could include; Team leaders, supervisors, managers, HR professionals and anyone else involved in the management of people or organizations. Managing absence effectively is critical to maintaining productivity, morale, and legal compliance within any organization. This course goes beyond theory by combining practical tools, real-world case discussions, and actionable strategies that managers can immediately implement. It addresses not only policies and procedures but also the cultural and behavioral factors that influence absenteeism. By attending, participants will gain structured methods to track absence, reduce costs, improve attendance, and confidently handle sensitive employee conversations — all while staying aligned with employment law and organizational best practices. Know a team or professional who could benefit from our workshops? Refer them and earn attractive royalties for every successful registration We offer fully customized in-house training tailored to your organization’s policies, culture, and operational challenges. The program can be adapted with your internal policies, real case scenarios, and specific absence data to ensure maximum relevance and impact. In-house sessions allow your managers to learn together, align on consistent absence management practices, and develop a unified action plan. Training can be delivered at your premises or virtually, scheduled at your convenience to minimize operational disruption.",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1171902092%2F2740397811611%2F1%2Foriginal.20251128-041956?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=2e421a2e4f10692d7cc6fc4a18c1ac83,Multiple dates,,,,"regus AZ, Phoenix - 24th and Camelback",2375 East Camelback Road Suite 600,Ph No +1 469 666 9332 Phoenix,AZ,85016,https://eventbrite.com/e/mastering-absence-management-1-day-training-in-phoenix-az-tickets-1984445984359
Rollow Vision UNHINGED Comedy Show – April 25 | Cactus Jack’s,"Live stand-up comedy takes over Cactus Jack’s April 25 with the Rollow Vision UNHINGED Comedy Show. Big laughs and high energy all night. On This isn’t your typical comedy show. Whether you're coming out with friends, planning a date night, or just looking for something fun to do in Expect: If you love Tickets are limited, so Enjoy ✔ Date Night",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1179632934%2F2992540725892%2F1%2Foriginal.20260311-210051?w=600&auto=format%2Ccompress&q=75&sharp=10&s=e874f87312e4cd04e30e807b73ef4bc2,04/25/2026,08:00 PM,04/25/2026,11:00 PM,Cactus Jack's Bar & Grill,4747 East Elliot Road,5 Phoenix,AZ,85044,https://eventbrite.com/e/rollow-vision-unhinged-comedy-show-april-25-cactus-jacks-tickets-1984406499258
"Haunted Jails, Rails & Grave Tales Ghost Tour","Join us for a spooky tour through haunted jails, eerie railroads, and chilling grave tales! Step into the eerie Warehouse District of downtown Phoenix, where jails, courthouses, and train stations hold dark secrets and restless spirits. We’ll guide you through these historic streets, uncover chilling true stories, and conduct 👉 📍 🕰 📍 Meeting Location: Maricopa County Sheriff’s Office",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F972443263%2F1954096559783%2F1%2Foriginal.20250301-065150?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.497795012165&fp-y=0.393968871595&s=e588155150a4528dab49f306629ea690,Multiple dates,,,,Maricopa County Sheriff’s Office,550 West Jackson Street,Phoenix,AZ,85003,https://eventbrite.com/e/haunted-jails-rails-grave-tales-ghost-tour-tickets-1680250176509
The Trapped Prince Stage Play!,"All ages! The Trapped Prince is an original fairy tale, and fun for the entire family! Featuring an African kingdom, fairy magic and more!",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1178911831%2F110462716971%2F1%2Foriginal.20260303-155836?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.543&fp-y=0.21&s=d1ef75b6fe5912e340639f414ccd9195,Multiple dates,,,,Phoenix Center for the Arts,1202 North 3rd Street,Phoenix,AZ,85004,https://eventbrite.com/e/the-trapped-prince-stage-play-tickets-1984388173445
SheCloses AZ West Valley Mastermind: Arizona's Boldest Women in Business,"Our mastermind is where real conversations happen — share ideas, solve challenges, and spark opportunities with like-minded women! 🌟 SheCloses AZ Desert Ridge Mastermind is more than a networking event — it’s a space where Join us on the Whether you’re an entrepreneur, corporate leader, small business owner, or building your career, you’ll leave with fresh insights, new connections, and the encouragement to keep pushing forward. 📍 Location: 💼 Come ready to collaborate. Leave empowered.",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1134099483%2F292712265661%2F1%2Foriginal.20250924-152624?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=4769089d1771c32dcfb68db63640dde9,Multiple dates,,,,5701 W Talavi Blvd ste 205,5701 West Talavi Boulevard,ste 205 Glendale,AZ,85306,https://eventbrite.com/e/shecloses-az-west-valley-mastermind-arizonas-boldest-women-in-business-tickets-1738815426749
Soft Sundays Membership (Monthly),"Unwind at Soft Sunday with sound baths, guided meditation, tea, and cozy wellness cushions for deep rest and calm. Soft Sundays is an intentionally small weekly wellness experience featuring guided meditation, sound baths, and tea. This monthly membership is for guests who want to make rest a ritual.",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1173659632%2F2557368673731%2F1%2Foriginal.20251229-182209?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.498&fp-y=0.123&s=914c47f688825e57cd60365fc47ec645,Multiple dates,,,,Downside Up,12820 North 19th Avenue,Phoenix,AZ,85029,https://eventbrite.com/e/soft-sundays-membership-monthly-tickets-1979241185666
"Coaching at Work 1 Day Workshop in Surprise, AZ","Get ready to level up your career game with a full-day coaching workshop that will transform how you work and lead! Anyone that coaches as a part of their job role would benefit from this coaching skills training as when delivered you will help develop your practical skills and ensure you are demonstrating coaching behaviours that will nurture those around you. Coaching skills have become an important tool in the armoury of great leaders and people that work with developing others as they encourage empowerment and self-belief. This coaching skills training course materials solidify that approach and put structure and clarity around coaching behaviours, whilst demonstrating the ability to coach without masses of paperwork and ‘rules’. This specific training focuses on all aspects of coaching in the workplace and will ensure you are able to coach others as part of your normal working role. Coaching has become a critical element of team development and yet it is rarely understood and often implemented poorly. This training will provide you with a core understanding of the methods of coaching and give them core skills that will enable you to practically carry out coaching in the workplace. It moves away from the viewpoint that coaching must be process driven and bureaucratic and will help you appreciate that coaching is an everyday occurrence that, when performed correctly, can be enlightening and fun. At the end of this training, you will be able to: Anybody who is interested in coaching at work workshop. Once after the training you receive course completion certificate from Mountskills",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1072896783%2F854845883913%2F1%2Foriginal.20250714-111201?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=5e-21&fp-y=5e-21&s=db74b95e64eb5059fb3bb79eee79e94e,Multiple dates,,,,For venue details reach us at eventbrite@mountskills.com,PH: +1 469 666 9332,Surprise,AZ,85374,https://eventbrite.com/e/coaching-at-work-1-day-workshop-in-surprise-az-tickets-1770976370999
Phoenix Nova Connect + Elevate: Equity in Action 04-23-26,"Curated connection and member-led workshops for intentional women creating their lives and work with clarity, depth, and impact. Curated connection and member-led workshops for intentional women creating their lives and work with clarity, depth, and impact. Phoenix | April 23, 2026 @ Kiln Biltmore You’re intentional about how you live and how you work. You care not just about what you’re building, but Connect + Elevate is Nova’s new signature monthly gathering in Phoenix, created for women and non-binary seasoned professionals who want meaningful connection, thoughtful conversation, and growth that actually feels aligned with their lives. Not just more contacts but people who understand why your values matter as much as your vision. This isn’t about filling a calendar or working a room. It’s about spending your time with people who make you think differently, feel more like yourself, and leave you feeling more seen than when you arrived. You’ll leave this portion with a sense of who’s in the room and who you want to continue the conversation with outside the room. Equity begins with awareness and grows through commitment. This month is about looking at how fairness and inclusion take shape in our daily choices — in our workplaces, partnerships, and communities. Together, we’ll explore how to create conditions where everyone’s voice matters and every contribution counts. Topics vary month to month and include leadership, money, visibility, communication, wellbeing, or sustainable success. Each workshop is designed to elevate both the member leading and the collective intelligence of the room. Connect + Elevate is for you if: This is a room for people who arrive as they are and leave more connected, clearer, and expanded. 🗓 ✨ If you’ve ever thought, We’re honored to gather at Kiln—a workplace experience designed to elevate performance and lifestyle. The space at Kiln is thoughtfully designed to support the way modern teams work and connect. We find the meeting rooms to be beautiful and inspiring. We’d love to have you with us—",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1175663737%2F2799072106621%2F1%2Foriginal.20260123-173837?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.907&fp-y=0.498&s=450e41d2fb5b63e06e9ae4392f7d6f21,04/23/2026,04:00 PM,04/23/2026,06:00 PM,Kiln,1801 East Camelback Road,suite 201 Phoenix,AZ,85016,https://eventbrite.com/e/phoenix-nova-connect-elevate-equity-in-action-04-23-26-tickets-1982819837510
Table 21: Avondale | Dinner with New Friends,"Dinner with New Friends series for locals on the 21st of each month! Connect over dinner with other adventurous individuals. Share your story at the dinner table! When was the last time you did something completely spontaneous? Our series groups together complete strangers for a fun night out. That's right, you sign up, and we book the restaurant. We know life can get busy. Don't do city life alone and build your community with us, all the while supporting local businesses. This gathering isn't an official event with the restaurant but rather an outing based on a table reservation. The pin on the map is not the location, but a placeholder on Eventbrite as each week is held at a different location. After you register, you'll be emailed an introduction message. *Your registration does not include your individual food and drink purchases. A paid ticket simply makes you more committed to actually showing up. *These outings are intended to help people make *If we don't meet our minimum number of registrants for the evening you sign up, please be open to joining us on another evening! We will complete table reservations after we hit our minimum signups, so you may reach out to us before signing up for or after you sign up to see our progress with registrations for the evening. *If you sign up the day of the gathering and do not get a message from us in time, simply email ermantourageimpact@gmail.com, request a refund, or please be open to joining us on another evening. Our vision is simple: we take the no gimmicks approach to networking. No need for yet another app to take up space on your phone - just four walls and a roof and good food for people to connect :) We coordinate with you directly, If you have any more questions, please contact Follow on",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1164021103%2F2806116937641%2F1%2Foriginal.20251028-012727?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=c43efd083251e028a9bc9bbd9d51397a,Multiple dates,,,,Restaurant of the Month,West Rancho Santa Fe Boulevard,Avondale,AZ,85392,https://eventbrite.com/e/table-21-avondale-dinner-with-new-friends-tickets-1902566189689
Rooted Sundays: Outdoor Yoga & Reset,"A donation-based outdoor yoga gathering to help you slow down, reset, and reconnect — with space to breathe, reflect, and simply be. We’ll move through a 60-minute, beginner-friendly blend of Vinyasa and Yin, centered on breath, gentle movement, and grounding. After class, the space will remain open for anyone who would like to stay — journal, create, relax, connect, or simply enjoy nature. There is no pressure to stay. Come as you are. Leave when you’re ready. This is more than a class — it’s a space to pause, reflect, and be present. Brittany Nichelle is a certified yoga instructor and wellness entrepreneur behind SoulPhy Rootz. She specializes in beginner-friendly flows that blend Vinyasa and Yin. Her classes focus on accessible movement, breath, and creating grounded spaces where people can slow down and reconnect. To learn more about her journey and upcoming events, follow her on Instagram:",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1176883162%2F2991202568907%2F1%2Foriginal.20260206-160736?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.568&fp-y=0.678&s=46616f1c7a9da95f4d8306b75fb73ef5,Multiple dates,,,,Steele Indian School Park,300 East Indian School Road,Phoenix,AZ,85012,https://eventbrite.com/e/rooted-sundays-outdoor-yoga-reset-tickets-1982485944828
"Women's Workshop: Reclaim Your Feminine Power, Voice & Radiance","Reclaim your feminine power and reconnect with your body, intuition, and radiance in this transformational half-day workshop. So many women are exhausted from holding it all together — for their families, their careers, their partners, their clients — while quietly feeling disconnected from themselves. This workshop is your moment to stop functioning and start This is your invitation to come home — to your body, your intuition, your feminine energy, your voice, and your sacred presence. Because the version of you who has been taught to be agreeable… to play small… to not “need” anything… to carry everything… This half-day workshop is for the woman who is ready to: ✔️ Speak with power — not apology If your soul is whispering This isn’t about fixing yourself. This is about She’s still in there. Women walk out of this workshop feeling lighter, clearer, grounded, and reconnected to their own energy in a way they haven’t felt in years. If you feel the pull, listen.",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1180109372%2F1988485952163%2F1%2Foriginal.20260318-032450?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.032&fp-y=0.45&s=ff6342e9aa360bd6f2317e7b57f6c2fe,04/18/2026,12:00 PM,04/18/2026,04:00 PM,Synergistic Living Massage & Wellness Center,10451 West Palmeras Drive,Suite 223W Sun City,AZ,85373,https://eventbrite.com/e/womens-workshop-reclaim-your-feminine-power-voice-radiance-tickets-1981979981478
"Lean Six Sigma Green Belt Certification Bootcamp in Phoenix, AZ","Master DMAIC & process improvement! Join our 4-day Lean Six Sigma Green Belt Bootcamp. Drive quality, reduce costs & advance your career. Advance your career with our Lean Six Sigma Green Belt Certification, designed for professionals pursuing mastery in process improvement and quality management. This industry-leading bootcamp—aligned with IASSC Lean Six Sigma Standards—is the essential next step in your Lean Six Sigma Green Belt Training journey. Learn how to drive measurable business results through proven Lean Six Sigma principles and methodology, covering waste reduction, data analysis, and sustainable quality improvement. Our bootcamp empowers you to apply practical skills using real-world Lean Six Sigma case studies, helping you monitor, enhance, and sustain project excellence. The curriculum incorporates both theory and hands-on project coaching—ensuring immediate impact in your workplace. Rather than rote memorization, this bootcamp immerses you in DMAIC methodology (Define, Measure, Analyze, Improve, Control) — empowering you to lead real-world process improvement and quality initiatives with measurable results. You will leave the bootcamp prepared to immediately apply: This intensive program is the ideal match for: Lean Six Sigma Certification validates expertise in process improvement, waste reduction, and data-driven decision-making. Every “Belt” is required to complete a leadership-approved Lean Six Sigma project, ensuring practical knowledge and measurable impact. iCert Global is a leading global provider of Quality Management and Six Sigma certification training, empowering professionals to drive continuous improvement and operational excellence across industries. With a focus on Lean Six Sigma methodologies, process optimization, and data-driven decision-making, Our courses are delivered by Delivering Lean Six Sigma training in 100+ cities with certified expert instructors. Thousands of professionals have advanced careers with our Lean Six Sigma Green Belt bootcamps. We Also Offer Training For: For any queries related to the exam, location, course material or more, please connect on:",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1159896473%2F2962371214341%2F1%2Foriginal.20251022-174445?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.142&fp-y=0.868&s=cced3596fff8b7142b57fcfe8633e892,Multiple dates,,,,2550 W Union Hills Dr,2550 West Union Hills Drive,Phoenix,AZ,85023,https://eventbrite.com/e/lean-six-sigma-green-belt-certification-bootcamp-in-phoenix-az-tickets-1872450542979
AZ MEP CMMC Compliance Workshop,"If your company needs to be CMMC compliant and you aren't sure where to start, join us for this overview workshop as your first step. Is your organization prepared for the future of cybersecurity compliance? Join us for an introductory workshop designed to provide a clear, high-level overview of the CMMC framework and what it means for your business. This session is intended to help companies understand the fundamentals of CMMC, key requirements, and how compliance may impact their operations. Through practical examples and guided discussion, participants will gain insight into assessing their current cybersecurity posture, recognizing common gaps, and understanding the steps involved in working toward compliance.",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1178211817%2F255217335631%2F1%2Foriginal.20260223-162851?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=016685c512f20d832e5ff9cb2f122f5d,04/22/2026,08:30 AM,04/22/2026,11:00 AM,Arizona Commerce Authority,100 North 7th Avenue,First Floor Conference Center Phoenix,AZ,85007,https://eventbrite.com/e/az-mep-cmmc-compliance-workshop-tickets-1983783231046
Matcha + Meetup: Phoenix,"Join us for coffee, latte, or matcha at different cafes. Build your community in your city with a fun day out! When was the last time you did something completely spontaneous? Our series groups together complete strangers for a fun day out. That's right, you sign up, and we book the reservation. We know life can get busy. Don't forget to spend time making new friends with the same interests! Build your community with us while supporting locally owned businesses. Each outing is held at a different location. These gatherings are not directly associated with the restaurants, but are simply based on a table reservation. This micro-event is intended to be for After you register, you'll be emailed an introduction message. We'll stay in touch with you leading up to the day of the gathering. *Your registration does not include your individual food and drink purchases. A paid ticket simply makes you more committed to actually showing up. *These outings are intended to help people make * Our vision is simple: we take the no gimmicks approach to networking. No need for yet another app to take up space on your phone - just four walls and a roof and good food for people to connect :) We coordinate with you directly, If you have any more questions, please contact Brought to you by event series (Become a monthly member via",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1171081073%2F2560545315651%2F1%2Foriginal.20251116-155621?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.533&fp-y=0.943&s=64288a62387643f39728a757ed9ab8f4,Multiple dates,,,,Cafe of the Day,North 7th Street,Phoenix,AZ,85006,https://eventbrite.com/e/matcha-meetup-phoenix-tickets-1971906652881
Matcha + Meetup: Scottsdale,"Join us for coffee, latte, or matcha at different cafes each gathering. Build your community in your city with a fun day out! When was the last time you did something completely spontaneous? Our series groups together complete strangers for a fun day out. That's right, you sign up, and we book the reservation. We know life can get busy. Don't forget to spend time making new friends with the same interests! Build your community with us while supporting locally owned businesses. Each outing is held at a different location. These gatherings are not directly associated with the restaurants, but are simply based on a table reservation. This micro-event is intended to be for After you register, you'll be emailed an introduction message. We'll stay in touch with you leading up to the day of the gathering. *Your registration does not include your individual food and drink purchases. A paid ticket simply makes you more committed to actually showing up. *These outings are intended to help people make * Our vision is simple: we take the no gimmicks approach to networking. No need for yet another app to take up space on your phone - just four walls and a roof and good food for people to connect :) We coordinate with you directly, If you have any more questions, please contact Brought to you by event series (Become a monthly member via",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1171081073%2F2560545315651%2F1%2Foriginal.20251116-155621?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.533&fp-y=0.943&s=64288a62387643f39728a757ed9ab8f4,Multiple dates,,,,Cafe of the Day,North Scottsdale Road,Scottsdale,AZ,85253,https://eventbrite.com/e/matcha-meetup-scottsdale-tickets-1971925825226
